drink_id,ingredient_name,quantity,is_allergen
228,Yoghurt,2 cups,f
228,Ice,4-6,f
228,Sugar,,f
228,Lime,,f
228,Salt,,f
229,Ginger,2 pieces,f
229,Water,1 gal,f
229,Lemon,1 lb,f
229,Sugar,1 cup,f
229,Cayenne pepper,ground,f
230,Scotch,2 oz,f
230,Drambuie,1/2 oz,f
230,Dry Vermouth,1/2 oz,f
230,Lemon peel,1 twist of,f
231,Gin,1 1/2 oz,f
231,Maraschino liqueur,1/2 oz,f
231,Orange bitters,2 dashes,f
232,Mango,2,f
232,Yoghurt,2 cups,f
232,Sugar,1/2 cup,f
232,Water,1 cup iced,f
233,Yoghurt,1 cup,f
233,Water,2 cups cold,f
233,Sugar,4 tblsp,f
233,Salt,pinch,f
233,Lemon juice,2 tblsp,f
234,Corona,1 bottle,f
234,Bacardi Limon,1 oz,f
235,Dark rum,1 1/2 oz,f
235,Tia maria,1/2 oz,f
236,Gin,2 oz,f
236,Light cream,2 tsp,f
236,Powdered sugar,1 tsp,f
236,Lemon,Juice of 1/2,f
236,Egg white,1,f
236,Carbonated water,,f
237,Vodka,1/2 oz,f
237,Light rum,1/2 oz,f
237,Gin,1/2 oz,f
237,Tequila,1/2 oz,f
237,Lemon,Juice of 1/2,f
237,Coca-Cola,1 splash,f
238,Carbonated water,,f
238,Gin,,f
238,Dry Vermouth,,f
238,Powdered sugar,,f
238,Orange spiral,,f
238,Lemon peel,,f
239,Sweet Vermouth,3/4 oz,f
239,Gin,1 1/2 oz,f
240,Coconut Liqueur,30 ml,f
240,Grapefruit Juice,75 ml,f
240,Soda Water,Top,f
241,Vodka,1/2 oz,f
241,Tequila,1/2 oz,f
241,Light rum,1/2 oz,f
241,Gin,1/2 oz,f
241,Coca-Cola,1 dash,f
241,Lemon peel,Twist of,f
242,Elderflower cordial,2 tsp,f
242,Vodka,1 shot,f
242,Soda Water,1/3 cup,f
242,Fresh Lemon Juice,Top,f
243,Yoghurt,1/2 cup plain,f
243,Water,1 1/4 cup cold,f
243,Cumin seed,1/2 tsp ground roasted,f
243,Salt,1/4 tsp,f
243,Mint,1/4 tsp dried,f
244,Espresso,,f
244,Honey,Unsweetened,f
244,Cocoa powder,,f
245,Light rum,2-3 oz,f
245,Lime,Juice of 1,f
245,Sugar,2 tsp,f
245,Mint,2-4,f
245,Soda water,,f
246,Champagne,Chilled,f
246,Orange juice,2 oz,f
247,Light rum,1 oz,f
247,Orgeat syrup,1/2 oz,f
247,Triple sec,1/2 oz,f
247,Sweet and sour,1 1/2 oz,f
247,Cherry,1,f
248,Gin,1 2/3 oz,f
248,Dry Vermouth,1/3 oz,f
248,Olive,1,f
249,Beer,4 oz,f
249,Tomato Juice,4 oz,f
249,Lime Juice,1 tblsp,f
249,Hot Sauce,Dash,f
249,Worcestershire Sauce,Dash,f
249,Soy Sauce,Dash,f
250,Sweet Vermouth,3/4 oz,f
250,Bourbon,2 1/2 oz Blended,f
250,Angostura bitters,dash,f
250,Ice,2 or 3,f
250,Maraschino cherry,1,f
250,Orange peel,1 twist of,f
251,Tequila,1 1/2 oz,f
251,Triple sec,1/2 oz,f
251,Lime juice,1 oz,f
251,Salt,,f
252,Ricard,3 cl,f
252,Orgeat Syrup,1 cl,f
252,Water,Full Glass,f
253,Mint,4 fresh,f
253,Bourbon,2 1/2 oz,f
253,Powdered sugar,1 tsp,f
253,Water,2 tsp,f
254,Southern Comfort,750 ml,f
254,Orange juice,1 L,f
254,Pepsi Cola,750 ml,f
255,Gin,1 1/2 oz,f
255,Sweet Vermouth,1 1/2 oz,f
255,Maraschino Liqueur,1 tsp,f
255,Angostura Bitters,2 dashes,f
256,Absinthe,2/5,f
256,Tequila,2/5,f
256,Grenadine,1/5,f
257,151 proof rum,5 oz Bacardi,f
257,Pina colada mix,frozen,f
257,Daiquiri mix,frozen,f
258,Vodka,2 oz,f
258,Lime juice,2 oz,f
258,Ginger ale,8 oz,f
259,Water,3 cups,f
259,Sugar,1 cup,f
259,Cloves,12,f
259,Cinnamon,2,f
259,Lemon peel,1,f
259,Red wine,750 ml,f
259,Brandy,1/4 cup,f
260,Water,2 cups,f
260,Tea,3-4 tsp,f
260,Ginger,1 chunk dried,f
260,Cardamom,3-4 crushed,f
260,Cloves,3,f
260,Cinnamon,1 piece,f
260,Black pepper,1-2 whole,f
260,Sugar,to taste,f
260,Milk,to taste,f
261,Gin,5 cl,f
261,Lime Juice,2 cl,f
261,Ginger Beer,10 cl,f
261,Cucumber,Chopped,f
261,lemon,Chopped,f
262,Coffee,6 oz,f
262,Chambord raspberry liqueur,2 oz,f
262,Cocoa powder,2 tblsp,f
262,Whipped cream,,f
263,Lime,3,f
263,Mango,1 Fresh,f
263,Mint,Sprig,f
263,White Rum,200 ml,f
263,Ice,cubes,f
263,Soda Water,Top,f
264,Mint,1/2 handful,f
264,Lemon juice,3 cl,f
264,Dark rum,1/8 L Jamaican,f
264,Club soda,1/8 L,f
264,Angostura bitters,8 drops,f
265,Gin,2 oz,f
265,Benedictine,1 tsp,f
265,Orange juice,1/2 oz,f
265,Grenadine,1 tsp,f
266,Baileys irish cream,1 oz,f
266,White Creme de Menthe,3/4 oz,f
266,Cream,3/4 oz double,f
267,Light rum,1 1/2 oz,f
267,Pineapple juice,1 oz,f
267,Maraschino liqueur,1/2 tsp,f
267,Grenadine,1/2 tsp,f
267,Maraschino cherry,1,f
268,Light rum,1 1/2 oz,f
268,Grapefruit juice,3 oz,f
268,Bitters,1 dash,f
269,Gin,1 oz,f
269,Campari,1 oz,f
269,Sweet Vermouth,1 oz,f
270,Blended whiskey,2 oz,f
270,Lemon,Juice of 1/2,f
270,Sugar,1 tsp,f
270,Red wine,(Claret),f
270,Cherry,,f
271,Baileys irish cream,1 part,f
271,Frangelico,1 part,f
271,Milk,1 part,f
272,Rum,1/2 oz,f
272,Vodka,1/2 oz,f
272,Gin,1/2 oz,f
272,Blue Curacao,1/2 oz,f
272,Sour mix,2 oz,f
272,Lemon-lime soda,1 splash,f
273,Absolut Citron,2 oz,f
273,Grand Marnier,1 oz,f
273,Lemon juice,2 oz sweetened,f
273,Club soda,1 oz,f
274,Cocoa powder,2 tsp,f
274,Sugar,1 tsp,f
274,Vanilla extract,1/2 tsp,f
274,Milk,12 oz,f
275,Creme de Cacao,1/2 oz white,f
275,Amaretto,1/2 oz,f
275,Triple sec,1/2 oz,f
275,Vodka,1/2 oz,f
275,Light cream,1 oz,f
276,Rye whiskey,2 oz,f
276,Campari,1 oz,f
276,Dry Vermouth,1 oz,f
277,White Rum,2 oz,f
277,Sugar Syrup,1 oz,f
277,Lime Juice,1 oz,f
277,Angostura Bitters,2 dashes,f
277,Prosecco,2 oz,f
278,Lemon juice,5 cl,f
278,Orange juice,15 cl,f
278,Sugar syrup,2-3 cl,f
278,Soda water,,f
279,Orange juice,4 oz,f
279,Rum,1 oz,f
279,Vodka,1 oz,f
279,Cream,1 package,f
279,Ice,Over,f
280,Vodka,1 oz,f
280,Triple sec,1 oz,f
280,Orange juice,1 oz,f
281,Cherry brandy,1/2 oz,f
281,Gin,1 1/2 oz,f
281,Orange juice,4 oz,f
281,Ginger ale,,f
282,Bourbon,4.5 cL,f
282,Angostura bitters,2 dashes,f
282,Sugar,1 cube,f
282,Water,dash,f
283,Vodka,1 oz,f
283,Kahlua,1 oz,f
283,Baileys irish cream,1 oz,f
283,Vanilla ice-cream,2 scoops,f
283,Oreo cookie,1,f
284,Kahlua,2 parts,f
284,Baileys irish cream,2 parts,f
284,Butterscotch schnapps,4 parts,f
284,Jagermeister,1 part,f
284,Goldschlager,1/2 part,f
285,Spiced rum,1.5 oz,f
285,Grenadine,0.5 oz,f
285,Orange juice,4 oz,f
285,Sour mix,1 splash,f
286,Gin,1 shot,f
286,Orange Juice,Top,f
286,Lemon Juice,Top,f
286,Rosemary Syrup,25 ml,f
286,Soda Water,Top,f
286,Rosemary,Garnish with,f
286,Orange Peel,Garnish with,f
287,Milk,2 cups,f
287,Chocolate,4 oz chopped bittersweet or semi-sweet,f
287,Orange peel,3 2-inch strips,f
287,Espresso,1/2 tsp instant,f
287,Nutmeg,1/8 tsp ground,f
288,Whiskey,12 oz,f
288,Beer,12 oz,f
288,Lemonade,12 oz frozen,f
288,Ice,1 cup crushed,f
289,Grape Soda,3 oz,f
289,Tequila,1 1/2 oz,f
290,Gin,7 parts,f
290,Apricot Brandy,4 parts,f
290,Orange Juice,3 parts,f
291,Bitters,3 dashes,f
291,Gin,2 oz,f
292,Gin,1 1/2 oz,f
292,Orange Curacao,3/4 oz,f
292,Lime Juice,3/4 oz,f
292,Angostura Bitters,1 dash,f
292,Orange Bitters,1 dash,f
293,Gin,1 1/2 oz,f
293,Grenadine,1 tsp,f
293,Light cream,1 tsp,f
293,Egg white,1,f
294,Gin,1 shot,f
294,Coconut Liqueur,1 shot,f
294,Elderflower cordial,25 ml,f
294,Lime Juice,30 ml,f
294,Blackberries,Garnish with,f
295,Blended Scotch,2 oz,f
295,Lemon Juice,3/4 oz,f
295,Honey syrup,2 tsp,f
295,Ginger Syrup,2 tsp,f
295,Islay single malt Scotch,1/4 oz,f
296,Pisco,2 oz,f
296,Lemon juice,1 oz,f
296,Sugar,1-2 tblsp,f
296,Ice,1,f
296,Egg White,,f
297,Brandy,3 parts,f
297,Port,9 parts,f
297,Egg Yolk,2 parts,f
298,Light rum,3 oz,f
298,Coconut milk,3 tblsp,f
298,Pineapple,3 tblsp,f
299,Everclear,750 ml,f
299,Vodka,1750 ml,f
299,Peach schnapps,1750 ml,f
299,Orange juice,1 gal,f
299,Cranberry juice,1 gal,f
300,Rum,40 ml,f
300,Passoa,20 ml,f
300,Lime Juice,30 ml,f
300,Passion fruit syrup,15 ml,f
300,Peach Bitters,Dash,f
300,Mint,Garnish with,f
301,Vodka,2 oz,f
301,Cherry liqueur,2 oz,f
301,Cranberry juice,4 oz,f
301,Orange juice,4 oz,f
302,Gin,1 1/2 oz,f
302,Creme de Cacao,3/4 oz white,f
303,Port,1 1/2 oz,f
303,Light cream,2 tsp,f
303,Powdered sugar,1 tsp,f
303,Egg,1 whole,f
303,Nutmeg,,f
304,Dark rum,1 part,f
304,Orgeat syrup,1/2 part,f
304,Orange juice,2 parts,f
304,Pineapple juice,1 part,f
305,Tequila,4 oz,f
305,Grapefruit Juice,4 oz,f
305,Fresh Lime Juice,1 oz,f
305,Pineapple Juice,8 oz,f
305,Lime,Garnish with,f
305,Pepper,Rimmed,f
306,Vodka,3 cl,f
306,Passoa,3 cl,f
306,Passion fruit juice,1 cl,f
306,Lime,1 cl,f
306,Prosecco,1 shot,f
307,Dark Rum,4.5 cL,f
307,Orange Juice,3 cl,f
307,Pineapple Juice,3.5 cl,f
307,Grenadine,1 cl,f
307,Sugar Syrup,1 cl,f
307,Angostura Bitters,4 drops,f
308,Grenadine,1 tblsp,f
308,Green Creme de Menthe,1/2 oz,f
309,Port,2 1/2 oz,f
309,Brandy,1/2 tsp,f
310,Orange juice,1 part,f
310,Apple juice,1 part,f
310,Pineapple juice,1 part,f
310,Ice,,f
311,Sprite,1 L,f
311,Pink lemonade,2 cups,f
311,Vodka,2 cups,f
312,Vodka,1 shot,f
312,Sugar Syrup,1/2 shot,f
312,Passion fruit juice,Full Glass,f
313,Ginger,1/4 inch,f
313,Pineapple,1/2,f
314,Dark rum,1 1/2 oz,f
314,Kahlua,1/2 oz,f
314,Light cream,1 oz,f
314,Nutmeg,1/8 tsp grated,f
315,Coffee brandy,1 oz,f
315,Lime vodka,1 1/2 oz,f
315,Sherry,1/2 oz cream,f
316,Kahlua,1 part,f
316,Midori melon liqueur,1 part,f
316,Baileys irish cream,1 part,f
317,Black Sambuca,25 ml,f
317,Orange juice,Add 250 ml,f
318,Red wine,2 oz,f
318,Grenadine,1 oz,f
318,Lemon-lime soda,,f
319,Dry Vermouth,1/2 oz,f
319,Gin,1 1/2 oz,f
319,Benedictine,1 1/2 tsp,f
320,Light rum,3/4 oz,f
320,Brandy,3/4 oz,f
320,Lemon,Juice of 1/4,f
320,Raspberry syrup,2 tsp,f
321,Light rum,1 1/2,f
321,Sherry,1/3 oz cream,f
321,Lime,Juice of 1/2,f
322,Dry Vermouth,1/2 oz,f
322,Gin,1 oz,f
322,Apricot brandy,1/2 oz,f
322,Lemon juice,1/2 tsp,f
322,Grenadine,1 tsp,f
322,Powdered sugar,,f
323,Beer,12 oz,f
323,7-Up,12 oz,f
324,Light rum,2 oz,f
324,Lemon juice,1 oz,f
324,Sugar,1/2 tsp superfine,f
324,Orange,1,f
324,Maraschino cherry,1,f
325,Rum,mikey bottle,f
325,Ginger ale,large bottle,f
325,Fruit punch,355 ml frozen,f
325,Orange juice,355 ml frozen,f
325,Ice,crushed,f
326,Rum,2 oz light or dark,f
326,Powdered sugar,2 tsp,f
326,Lemon peel,1 twist of,f
326,Water,2 tsp,f
327,Gin,1 oz,f
327,Sweet and sour,2 oz,f
327,Egg,1 whole,f
327,Coca-Cola,,f
328,Rum,2 oz light or dark,f
328,Lemon-lime soda,4 oz,f
328,Lemon,1,f
329,Malibu rum,1 1/2 oz,f
329,Blackberry brandy,1 oz,f
329,Orange juice,3-4 oz,f
329,Pineapple juice,3-4 oz,f
329,Cranberry juice,3-4 oz,f
330,Scotch,1 1/2 oz,f
330,Drambuie,1/2 oz,f
330,Lemon peel,1 twist of,f
331,Crown Royal,1 shot,f
331,Amaretto,1 shot,f
331,Cranberry juice,1 shot,f
332,Frangelico,1 part,f
332,Crown Royal,1 part,f
333,Crown Royal,1 1/2 oz,f
333,Peach schnapps,1 oz,f
333,Chambord raspberry liqueur,1/2 oz,f
333,Cranberry juice,1 oz,f
334,Sugar,1 tsp superfine,f
334,Club soda,3 oz,f
334,Lemon,1,f
334,Dark rum,2 oz,f
334,Maraschino cherry,1,f
334,Orange,1,f
335,Gin,2 oz,f
335,Cranberry juice,5 oz,f
335,Grenadine,2 splashes,f
336,Sugar syrup,2 tsp,f
336,Lemon juice,,f
336,Ginger ale,,f
337,Gin,50 ml,f
337,Blue Curacao,15 ml,f
337,Tonic Water,100 ml,f
337,Rosemary,Garnish with,f
338,Gin,4.5 cL,f
338,Lemon Juice,3 cl,f
338,Sugar Syrup,3 cl,f
338,Cream,6 cl,f
338,Egg White,1,f
338,Vanilla extract,2 drop,f
338,Soda Water,2 cl,f
339,Gin,2 oz,f
339,Lemon,Juice of 1/2,f
339,Powdered sugar,1 tsp,f
339,Egg,1 whole,f
339,Carbonated water,,f
340,Light rum,2 oz,f
340,Milk,1 cup,f
340,Powdered sugar,1 tsp,f
340,Nutmeg,,f
341,Bourbon,2 oz,f
341,Raspberry syrup,1/2 oz,f
341,Mint,8,f
342,Light rum,1 1/2 oz,f
342,Orange juice,5 oz,f
343,Raspberry vodka,2 oz,f
343,Lemon-lime soda,4 oz,f
343,Ice,,f
344,Light rum,1 1/2 oz,f
344,151 proof rum,1 tsp,f
344,Powdered sugar,1/2 tsp,f
344,Bitters,1 dash,f
344,Water,1 tsp,f
344,Lime peel,Twist of,f
345,Vodka,2.5 cl,f
345,Creme de Cassis,1.5 cl,f
345,Sugar Syrup,1 cl,f
345,Lemon Juice,2.5 cl,f
346,Rum,1 oz,f
346,Vodka,1 oz,f
346,Tequila,1 oz,f
346,Gin,1 oz,f
346,Triple sec,1 oz,f
346,Chambord raspberry liqueur,1 oz,f
346,Midori melon liqueur,1 oz,f
346,Malibu rum,1 oz,f
347,Red wine,1/3 part,f
347,Peach schnapps,1 shot,f
347,Pepsi Cola,1/3 part,f
347,Orange juice,1/3 part,f
348,Prosecco,6 cl,f
348,Campari,4 cl,f
348,Soda Water,splash,f
349,Brandy,1 oz,f
349,Amaretto,1 oz,f
349,Light cream,1 oz,f
350,Red wine,1 bottle,f
350,Sugar,1/2 cup,f
350,Orange juice,1 cup,f
350,Lemon juice,1 cup,f
350,Cloves,,f
350,Cinnamon,,f
351,Brandy,1 1/2 oz,f
351,White Creme de Menthe,1/2 oz,f
352,Ricard,1 tsp,f
352,Sugar,1/2 tsp superfine,f
352,Peychaud bitters,2 dashes,f
352,Water,1 tsp,f
352,Bourbon,2 oz,f
352,Lemon peel,1 twist of,f
353,Cognac,2 oz,f
353,Cointreau,1/2 oz,f
353,Lemon juice,1 oz,f
354,Vodka,1 oz,f
354,Amaro Montenegro,1 oz,f
354,Ruby Port,1 oz,f
354,Blood Orange,1 tsp,f
354,Angostura Bitters,Dash,f
354,Orange Peel,Garnish with,f
355,Sugar,60 ml,f
355,Allspice,1 tblsp,f
355,Rum,20 cl,f
355,Lime Juice,90 ml,f
355,Champagne,6 cl,f
355,Orange spiral,Garnish with,f
356,Advocaat,1 1/2 oz,f
356,Lemonade,8-10 oz cold,f
356,Lemon,1 slice,f
356,Ice,cubes,f
357,Jim Beam,1 part,f
357,Jack Daniels,1 part,f
357,Wild Turkey,1 oz,f
358,Grapefruit juice,5 oz,f
358,Gin,1 1/2 oz,f
358,Salt,1/4 tsp,f
359,Apricot brandy,1 oz,f
359,Orange juice,1 oz,f
359,Sweet and sour,1 oz,f
360,Vodka,1 1/2 oz,f
360,Cranberry juice,4 oz,f
360,Grapefruit juice,1 oz,f
361,Scotch,1 1/2 oz,f
361,Lime,Juice of 1/2,f
361,Powdered sugar,1/2 tsp,f
361,Lemon,1/2 slice,f
361,Cherry,1,f
362,Godiva liqueur,2 shots,f
362,Milk,,f
363,Vodka,2 oz,f
363,Orange juice,,f
364,Sherry,1 1/2 oz cream,f
364,Light cream,2 tsp,f
364,Powdered sugar,1 tsp,f
364,Egg,1 whole,f
364,Nutmeg,,f
365,Brandy,1 1/2 oz,f
365,Anisette,1 1/2 oz,f
366,Lemonade,1 can,f
366,Water,3 cans,f
366,Vodka,1 1/2 cup,f
367,Vodka,2 cl,f
367,Creme de Banane,2 cl,f
367,Grenadine,,f
367,Orange juice,,f
368,151 proof rum,1 shot Bacardi,f
368,Malibu rum,1 shot,f
368,Pineapple juice,1 shot,f
368,Orange juice,,f
368,Grenadine,,f
368,Cherries,,f
369,Sherry,2 oz cream,f
369,Powdered sugar,1 tsp,f
369,Egg,1 whole,f
369,Milk,,f
369,Nutmeg,,f
370,Milk,2 cups,f
370,Banana,1,f
370,Honey,1 tblsp,f
371,Red wine,2 bottles,f
371,Sugar,1 cup,f
371,Water,2 cups hot,f
371,Apple,1 cup,f
371,Orange,wedges,f
371,Lime,wedges,f
371,Lemon,,f
371,Fresca,,f
372,Scotch,1 1/2 oz,f
372,Wine,1 oz Green Ginger,f
372,Orange juice,1 oz,f
373,Dark Rum,1 shot,f
373,Campari,1 shot,f
373,Creme De Banane,1/2 shot,f
373,Pineapple Juice,Top,f
373,Lime Juice,Top,f
374,Water,1 cup,f
374,Brown sugar,3/4-1 cup,f
374,Coffee,4 tsp,f
374,Rum,1 cup,f
374,Vanilla extract,4 tsp,f
375,Irish Whiskey,2 oz,f
375,Sweet Vermouth,1 oz,f
375,Green Chartreuse,1/2 oz,f
376,Wild Turkey,1 oz,f
376,Amaretto,3/4 oz,f
376,Pineapple juice,1 splash,f
377,Kahlua,1/2 oz,f
377,Irish cream,1/2 oz,f
377,Amaretto,1/2 oz,f
377,151 proof rum,1/2 oz Bacardi,f
377,Cream,1 oz,f
378,Coffee,6 tblsp ground,f
378,Coriander,1/4 tsp,f
378,Cardamom,4-5 whole green,f
378,Sugar,,f
378,Whipping cream,,f
378,Ice,,f
379,Gin,2 oz,f
379,Lemon juice,1 oz,f
379,Sugar,1 tsp superfine,f
379,Club soda,3 oz,f
379,Maraschino cherry,1,f
379,Orange,1,f
380,Tomato juice,2 cups,f
380,Lemon juice,1-2 tblsp,f
380,Celery salt,1 dash,f
381,Grand Marnier,3 parts,f
381,Coffee,1 part,f
382,Coffee,8 oz,f
382,Jack Daniels,4 oz,f
382,Amaretto,4 oz,f
382,Whipped cream,,f
383,Tequila,2 oz,f
383,Lemon juice,1 tblsp,f
383,Grenadine,3/4 oz,f
383,Egg white,1,f
383,Ginger ale,,f
384,Tequila,2 oz,f
384,Lemon,Juice of 1/2,f
384,Powdered sugar,1 tsp,f
384,Cherry,1,f
385,Tea,1/4 cup Thai,f
385,Water,1/2 cup boiling,f
385,Condensed milk,2 tsp sweetened,f
385,Ice,cubes,f
385,Mint,garnish,f
386,Green Chartreuse,1 oz,f
386,Maraschino Liqueur,1 oz,f
386,Lime Juice,1 oz,f
386,Gin,1 oz,f
387,Dry Vermouth,1 oz,f
387,Gin,1 oz,f
387,Anis,1/4 tsp,f
387,Bitters,2 dashes,f
387,Orange peel,Twist of,f
388,Gin,50 ml,f
388,Elderflower cordial,15 ml,f
388,Rosso Vermouth,15 ml,f
388,Tonic Water,75 ml,f
388,Lime,2 Wedges,f
388,Ginger,1 Slice,f
388,Mint,1 Large Sprig,f
389,Tequila,1 shot,f
389,7-up,1 part,f
390,Tequila,2 measures,f
390,Orange juice,,f
390,Grenadine,,f
391,Gin,1 shot,f
391,Melon Liqueur,1 shot,f
391,Orange Bitters,1 dash,f
391,Lemon Juice,1 dash,f
391,Prosecco,Top,f
392,Dry Vermouth,1 1/2 oz,f
392,Gin,1 1/2 oz,f
392,Maraschino liqueur,1/4 tsp,f
392,Anis,1/4 tsp,f
392,Orange bitters,2 dashes,f
392,Cherry,1,f
393,Tequila,full glass,f
393,Tabasco sauce,About 8 drops,f
394,Coffee,black,f
394,Sugar,,f
394,Cream,pods,f
394,Cardamom,,f
395,Irish Whiskey,50 ml,f
395,Amaretto,50 ml,f
395,Cranberry Juice,4 oz,f
396,Yukon Jack,1 part,f
396,Cherry brandy,1/2 part,f
396,Southern Comfort,1 part,f
396,Sweet and sour,1 splash,f
399,Tequila,6 cl,f
399,Tomato Juice,3 cl,f
399,Orange Juice,3 cl,f
399,Lime Juice,1.5 cl,f
399,Sugar Syrup,1 dash,f
399,Salt,1 pinch,f
400,Light rum,1 oz,f
400,Sweet Vermouth,1/2 oz,f
400,Lemon,Juice of 1/2,f
400,Powdered sugar,1 tsp,f
400,Egg white,1,f
401,Dark rum,2 oz,f
401,Cherry brandy,1/2 oz,f
402,Light rum,3 oz,f
402,Maple syrup,1 oz,f
402,Lemon juice,1 oz,f
403,Vodka,2 oz,f
403,Half-and-half,2 oz,f
403,Limeade,2 oz,f
403,Ice,,f
403,Nutmeg,,f
404,Vodka,5 cl,f
404,Lemon Juice,7 cl,f
404,Lemon Peel,1 Slice,f
404,Ice,cubes,f
405,Sprite,1 cup,f
405,Lime Juice,1/2 shot,f
405,Vodka,1 1/2 shot,f
406,Vodka,4 cl,f
406,Tonic Water,10 cl,f
406,Lemon Peel,1 Slice,f
407,Vodka,1 1/2 oz,f
407,Dry Vermouth,3/4 oz,f
407,Olive,1,f
408,Vodka,2 oz,f
408,Schweppes Russchian,,f
409,Dry Vermouth,1 1/2 oz,f
409,Creme de Cassis,3/4 oz,f
409,Carbonated water,,f
410,Vodka,1 1/2 oz,f
410,Lemon juice,3 oz,f
410,Grape juice,3 oz unsweetened,f
410,Powdered sugar,1 tsp,f
410,Orange,1 slice,f
411,Vodka,2 oz,f
411,Tonic water,,f
412,Apricot brandy,1 1/2 oz,f
412,Orange juice,1 tblsp,f
412,Orange bitters,2 dashes,f
413,Scotch,1 1/2 oz,f
413,Wine,1 oz Green Ginger,f
414,Gin,4cl,f
414,Triple Sec,3cl,f
414,Lemon Juice,2cl,f
415,Red wine,1 bottle,f
415,Lemon,2,f
415,Orange juice,1 cup,f
415,Orange,3,f
415,Pineapple juice,1 cup,f
416,Red wine,2 oz white or,f
416,Lemon-lime soda,5 oz,f
416,Ice,cubes,f
417,Tequila,1 2/3 oz,f
417,Campari,1/4 oz,f
417,Lime Juice,3/4 oz,f
417,Orange Juice,1/2 oz,f
417,Rosemary Syrup,1/2 oz,f
417,Salt,Dash,f
418,Blended whiskey,2 oz,f
418,Lemon,Juice of 1/2,f
418,Powdered sugar,1/2 tsp,f
418,Cherry,1,f
419,Vodka,2 oz,f
419,Coffee liqueur,1 oz,f
419,Light cream,,f
420,Tequila,2 shots,f
420,Grapefruit Juice,Top,f
420,Lime Juice,Juice of 1,f
420,Agave Syrup,1 tsp,f
420,Pepper,Dash,f
421,Lime,1,f
421,lemon,1,f
421,White Wine,750 ml,f
421,Strawberries,1 cup,f
421,Apple,1 cup,f
421,Apple Brandy,3 shots,f
421,Soda Water,Top,f
422,Ice,1 cup,f
422,Tequila,2 oz,f
422,Cream of coconut,1/4 cup,f
422,Lime juice,3 tblsp fresh,f
423,Triple sec,3/4 oz,f
423,Gin,3/4 oz,f
423,Pineapple juice,1 tblsp,f
424,White Rum,3 cl,f
424,Galliano,1.5 cl,f
424,Triple Sec,1.5 cl,f
424,Lime Juice,1.5 cl,f
425,Yoghurt,1 cup,f
425,Fruit,1 cup,f
425,Ice,,f
426,Sambuca,2 cl,f
426,Baileys irish cream,2 cl,f
426,White Creme de Menthe,2 cl,f
427,Peachtree schnapps,4 shots,f
427,Surge,4 shots,f
428,Beer,,f
428,Root beer,,f
428,Lemonade,,f
428,Coca-Cola,slice,f
428,7-Up,,f
428,Creme de Cassis,,f
428,Lemon,,f
429,Rum,1 1/2 oz,f
429,Gold rum,1 1/2 oz,f
429,151 proof rum,1 oz,f
429,Pernod,1 tsp,f
429,Grenadine,1 tsp,f
429,Lime Juice,1 tsp,f
429,Angostura Bitters,1 drop,f
430,Sambuca,1 1/2 oz,f
430,Root beer,Add 10 oz,f
430,Ice,cubes,f
431,Vodka,1 1/4 oz Stoli,f
431,Ouzo,1/4 oz,f
432,Jägermeister,1/2 oz,f
432,Root beer,1/2 oz,f
433,Chambord raspberry liqueur,1 shot,f
433,Vodka,1 shot,f
433,Soda water,Fill with,f
434,Zima,12 oz,f
434,Chambord raspberry liqueur,3 oz,f
435,Cointreau,5 cl,f
435,Lemon juice,2 cl,f
435,Ice,cubes,f
435,Lemon,or lime,f
436,Midori melon liqueur,1.5 oz,f
436,Zima,12 oz,f
437,Amaretto,2 oz,f
437,Rum,2 oz,f
437,Kool-Aid,4 oz Grape,f
438,Vermouth,4 cl,f
438,Apple juice,16 cl,f
439,Dark rum,1 shot,f
439,Light rum,2 shots,f
439,Vodka,1 shot,f
439,Orange juice,1 shot,f
440,Lager,16 oz,f
440,Tequila,1.5 oz,f
441,Malibu rum,1/2 oz,f
441,Light rum,1/2 oz,f
441,151 proof rum,1/2 oz Bacardi,f
441,Dark Creme de Cacao,1 oz,f
441,Cointreau,1 oz,f
441,Milk,3 oz,f
441,Coconut liqueur,1 oz,f
441,Vanilla ice-cream,1 cup,f
442,151 proof rum,1/2 shot Bacardi,f
442,Wild Turkey,1/2 shot,f
443,Goldschlager,1/2 oz,f
443,Jägermeister,1/2 oz,f
443,Rumple Minze,1/2 oz,f
443,151 proof rum,1/2 oz Bacardi,f
444,Jack Daniels,1/3 oz,f
444,Johnnie Walker,1/3 oz,f
444,Jim Beam,1/3 oz,f
445,Gin,1/2 oz,f
445,Light rum,1/2 oz,f
445,Tequila,1/2 oz,f
445,Triple sec,1/2 oz,f
445,Vodka,1/2 oz,f
445,Coca-Cola,1/2 oz,f
445,Sweet and sour,1-2 dash,f
445,Bitters,1 wedge,f
445,Lemon,Garnish with,f
446,Peach Vodka,2-3 oz,f
446,Coca-Cola,,f
447,Vanilla vodka,2 1/2 oz,f
447,Grand Marnier,1 splash,f
447,Orange juice,Fill with,f
448,Blue Curacao,,f
448,Blueberry schnapps,,f
448,Vodka,,f
448,Sour mix,,f
448,7-Up,,f
449,Creme de Cacao,1 oz white,f
449,Vodka,1 oz,f
450,Gin,2 oz dry,f
450,7-Up,4 oz,f
450,Lemon juice,0.75 oz,f
451,Kahlua,1/3 part,f
451,Baileys irish cream,1/3 part,f
451,Frangelico,1/3 part,f
452,Vodka,1 oz,f
